DATE,HOME,AWAY,HSCORE,ASCORE
2018/11/5,BOS,DEN,107,115
2018/11/5,TOR,UTA,124,111
2018/11/5,MEM,GSW,101,117
2018/11/5,MIN,LAC,109,120
2018/11/6,ATL,CHA,102,113
2018/11/6,WAS,DAL,100,119
2018/11/6,BKN,PHX,104,82
2018/11/6,MIL,POR,103,118
2018/11/7,OKC,CLE,95,86
2018/11/7,DET,ORL,103,96
2018/11/7,NYK,ATL,112,107
2018/11/7,SAS,MIA,88,95
2018/11/7,PHI,IND,100,94
2018/11/7,DEN,MEM,87,89
2018/11/7,CHI,NOP,98,107
2018/11/7,DAL,UTA,102,117
2018/11/7,TOR,SAC,114,105
2018/11/7,MIN,LAL,110,114
2018/11/8,HOU,OKC,80,98
2018/11/8,BOS,PHX,116,109
2018/11/8,LAC,POR,105,116
2018/11/8,MIL,GSW,134,111
2018/11/9,WAS,ORL,108,117
2018/11/9,CHA,PHI,132,133
2018/11/9,DET,ATL,124,109
2018/11/9,IND,MIA,110,102
2018/11/9,BKN,DEN,112,110
2018/11/9,BOS,UTA,115,123
2018/11/9,MIN,SAC,110,121
2018/11/10,NYK,TOR,112,128
2018/11/10,MIL,LAC,126,128
2018/11/10,PHX,NOP,99,119
2018/11/10,WAS,MIA,116,110
2018/11/10,CLE,CHI,98,99
2018/11/10,PHI,MEM,106,112
2018/11/10,HOU,SAS,89,96
2018/11/10,BKN,GSW,100,116
2018/11/10,OKC,DAL,96,111
2018/11/10,LAL,SAC,101,86
2018/11/11,CHA,DET,113,103
2018/11/11,IND,HOU,103,115
2018/11/11,ORL,NYK,115,89
2018/11/11,MIL,DEN,121,114
2018/11/11,BOS,POR,94,100
2018/11/11,ATL,LAL,106,107
2018/11/12,ORL,WAS,109,117
2018/11/12,PHI,MIA,124,114
2018/11/12,NOP,TOR,126,110
2018/11/12,DAL,CHI,103,98
2018/11/12,UTA,MEM,96,88
2018/11/12,BKN,MIN,113,120
2018/11/12,PHX,OKC,101,118
2018/11/12,SAS,SAC,99,104
2018/11/12,GSW,LAC,116,121
2018/11/13,CHA,CLE,89,113
2018/11/13,HOU,DEN,109,99
2018/11/13,ATL,GSW,103,110
2018/11/14,PHI,ORL,106,111
2018/11/14,CLE,WAS,95,119
2018/11/14,CHI,BOS,82,111
2018/11/14,MIA,BKN,120,107
2018/11/14,DET,TOR,106,104
2018/11/14,MEM,MIL,116,113
2018/11/14,NOP,MIN,100,107
2018/11/14,NYK,OKC,103,128
2018/11/14,UTA,DAL,68,118
2018/11/14,SAS,PHX,96,116
2018/11/14,POR,LAL,117,126
2018/11/15,GSW,HOU,86,107
2018/11/15,ATL,DEN,93,138
2018/11/15,SAS,LAC,111,116
2018/11/16,TOR,BOS,116,123
2018/11/16,MIA,IND,91,99
2018/11/16,UTA,PHI,107,113
2018/11/16,BKN,WAS,115,104
2018/11/16,SAC,MEM,104,112
2018/11/16,POR,MIN,96,112
2018/11/16,NYK,NOP,124,129
2018/11/16,CHI,MIL,104,123
2018/11/17,LAC,BKN,127,119
2018/11/17,PHI,CHA,122,119
2018/11/17,ATL,IND,89,97
2018/11/17,LAL,ORL,117,130
2018/11/17,DEN,NOP,115,125
2018/11/17,UTA,BOS,98,86
2018/11/17,TOR,CHI,122,83
2018/11/17,SAC,HOU,112,132
2018/11/17,GSW,DAL,109,112
2018/11/17,OKC,PHX,110,100
2018/11/18,MEM,MIN,100,87
2018/11/18,LAL,MIA,113,97
2018/11/18,NYK,ORL,117,131
2018/11/18,POR,WAS,119,109
2018/11/18,GSW,SAS,92,104
2018/11/19,BOS,CHA,112,117
2018/11/19,CLE,DET,102,113
2018/11/19,UTA,IND,94,121
2018/11/19,PHX,PHI,114,119
2018/11/19,LAC,ATL,127,119
2018/11/19,DAL,MEM,88,98
2018/11/19,DEN,MIL,98,104
2018/11/19,SAS,NOP,126,140
2018/11/19,OKC,SAC,113,117
2018/11/20,TOR,ORL,93,91
2018/11/20,LAC,WAS,118,125
2018/11/20,BKN,MIA,104,92
2018/11/20,POR,NYK,118,114
2018/11/21,IND,CHA,109,127
2018/11/21,NOP,PHI,120,121
2018/11/21,TOR,ATL,124,108
2018/11/21,NYK,BOS,117,109
2018/11/21,LAL,CLE,109,105
2018/11/21,PHX,CHI,116,124
2018/11/21,DET,HOU,124,126
2018/11/21,POR,MIL,100,143
2018/11/21,DEN,MIN,103,101
2018/11/21,BKN,DAL,113,119
2018/11/21,MEM,SAS,104,103
2018/11/21,SAC,UTA,119,110
2018/11/21,OKC,GSW,123,95
2018/11/23,MIN,BKN,112,102
2018/11/23,MEM,LAC,107,112
2018/11/23,HOU,DET,111,116
2018/11/23,BOS,ATL,114,96
2018/11/23,NOP,NYK,109,114
2018/11/23,CLE,PHI,121,112
2018/11/23,WAS,TOR,107,125
2018/11/23,SAS,IND,111,100
2018/11/23,MIA,CHI,103,96
2018/11/23,CHA,OKC,104,109
2018/11/23,PHX,MIL,116,114
2018/11/23,ORL,DEN,87,112
2018/11/23,POR,GSW,97,125
2018/11/23,UTA,LAL,83,90
2018/11/24,HOU,CLE,108,117
2018/11/24,NOP,WAS,114,124
2018/11/24,CHI,MIN,96,111
2018/11/24,DEN,OKC,105,98
2018/11/24,BOS,DAL,104,113
2018/11/24,SAS,MIL,129,135
2018/11/24,SAC,GSW,116,117
2018/11/25,ORL,LAL,108,104
2018/11/25,PHX,DET,107,118
2018/11/25,CHA,ATL,123,124
2018/11/25,PHI,BKN,127,125
2018/11/25,MIA,TOR,115,125
2018/11/25,NYK,MEM,103,98
2018/11/25,UTA,SAC,133,112
2018/11/25,LAC,POR,104,100
2018/11/26,MIL,CHA,107,110
2018/11/26,MIN,CLE,102,95
2018/11/26,HOU,WAS,131,135
2018/11/26,SAS,CHI,108,107
2018/11/26,BOS,NOP,124,107
2018/11/26,IND,UTA,121,88
2018/11/26,ORL,GSW,110,116
2018/11/27,NYK,DET,108,115
2018/11/27,ATL,MIA,115,113
2018/11/27,TOR,MEM,122,114
2018/11/27,LAL,DEN,85,117
2018/11/27,IND,PHX,109,104
2018/11/28,ATL,CHA,94,108
2018/11/28,NYK,PHI,91,117
2018/11/28,UTA,BKN,101,91
2018/11/28,DAL,HOU,128,108
2018/11/28,CHI,MIL,113,116
2018/11/28,SAS,MIN,89,128
2018/11/28,WAS,NOP,104,125
2018/11/28,CLE,OKC,83,100
2018/11/28,ORL,POR,112,115
2018/11/28,PHX,LAC,99,115
2018/11/29,GSW,TOR,128,131
2018/11/29,IND,LAL,96,104
2018/11/29,LAC,SAC,133,121
2018/11/30,CLE,BOS,95,128
2018/11/30,UTA,CHA,119,111
2018/11/30,CHI,DET,88,107
2018/11/30,WAS,PHI,98,123
2018/11/30,MEM,BKN,131,125
2018/11/30,NOP,MIA,101,106
2018/11/30,ATL,OKC,109,124
2018/11/30,HOU,SAS,136,105
2018/11/30,ORL,PHX,99,85
2018/11/30,DAL,LAL,103,114
2018/11/30,DEN,POR,113,112
2018/12/1,MIL,NYK,134,136
2018/12/1,GSW,DET,102,111
2018/12/1,BKN,WAS,88,102
2018/12/1,TOR,CLE,106,95
2018/12/1,CHI,HOU,105,121
2018/12/1,BOS,MIN,118,109
2018/12/1,IND,SAC,110,111
2018/12/2,PHX,LAL,96,120
2018/12/2,NOP,CHA,119,109
2018/12/2,UTA,MIA,100,102
2018/12/2,MEM,PHI,95,103
2018/12/2,LAC,DAL,110,114
2018/12/2,POR,SAS,118,131
2018/12/3,OKC,DET,110,83
2018/12/3,GSW,ATL,128,111
2018/12/3,CLE,BKN,99,97
2018/12/3,WAS,NYK,110,107
2018/12/3,DEN,TOR,106,103
2018/12/3,HOU,MIN,91,103
2018/12/3,LAC,NOP,129,126
2018/12/4,CHI,IND,90,96
2018/12/4,ORL,MIA,105,90
2018/12/4,POR,DAL,102,111
2018/12/4,SAC,PHX,122,105
2018/12/4,SAS,UTA,105,139
2018/12/5,GSW,CLE,129,105
2018/12/5,DEN,ORL,124,118
2018/12/5,WAS,ATL,131,117
2018/12/5,OKC,BKN,114,112
2018/12/5,PHI,TOR,102,113
2018/12/5,LAC,MEM,86,96
2018/12/5,DET,MIL,92,115
2018/12/5,CHA,MIN,104,121
2018/12/5,DAL,NOP,106,132
2018/12/5,SAS,LAL,113,121
2018/12/6,NYK,BOS,100,128
2018/12/6,PHX,POR,86,108
2018/12/6,HOU,UTA,91,118
2018/12/7,DEN,CHA,107,113
2018/12/7,PHI,DET,117,111
2018/12/7,IND,ORL,112,90
2018/12/7,TOR,BKN,105,106
2018/12/7,SAC,CLE,129,110
2018/12/7,OKC,CHI,112,114
2018/12/7,MEM,NOP,107,103
2018/12/7,LAL,SAS,120,133
2018/12/7,MIA,PHX,115,98
2018/12/7,GSW,MIL,105,95
2018/12/8,HOU,DAL,104,107
2018/12/8,SAC,IND,97,107
2018/12/8,DEN,ATL,98,106
2018/12/8,WAS,CLE,101,116
2018/12/8,BKN,NYK,112,104
2018/12/8,BOS,CHI,133,77
2018/12/8,LAL,MEM,111,88
2018/12/8,MIN,POR,105,113
2018/12/8,MIA,LAC,121,98
2018/12/9,NOP,DET,116,108
2018/12/9,MIL,TOR,104,99
2018/12/9,UTA,SAS,97,110
2018/12/9,CHA,NYK,119,107
2018/12/10,WAS,IND,101,109
2018/12/10,DET,PHI,102,116
2018/12/10,NOP,BOS,100,113
2018/12/10,SAC,CHI,108,89
2018/12/10,CLE,MIL,92,108
2018/12/10,UTA,OKC,113,122
2018/12/10,ORL,DAL,76,101
2018/12/10,MEM,DEN,99,105
2018/12/10,LAC,PHX,123,119
2018/12/10,MIN,GSW,108,116
2018/12/10,MIA,LAL,105,108
2018/12/11,POR,HOU,104,111
2018/12/11,PHX,SAS,86,111
2018/12/11,TOR,LAC,123,99
2018/12/12,DET,CHA,107,108
2018/12/12,NYK,CLE,106,113
2018/12/12,MIL,IND,97,113
2018/12/12,BKN,PHI,127,124
2018/12/12,BOS,WAS,130,125
2018/12/12,POR,MEM,83,92
2018/12/12,OKC,NOP,114,118
2018/12/12,ATL,DAL,107,114
2018/12/12,MIA,UTA,84,111
2018/12/12,MIN,SAC,130,141
2018/12/12,TOR,GSW,113,93
2018/12/13,LAL,HOU,111,126
2018/12/13,LAC,SAS,87,125
2018/12/13,CHI,ORL,91,97
2018/12/13,DAL,PHX,89,99
2018/12/14,ATL,BOS,108,129
2018/12/14,NYK,CHA,126,124
2018/12/14,WAS,BKN,118,125
2018/12/14,MIL,CLE,114,102
2018/12/14,IND,PHI,113,101
2018/12/14,MIA,MEM,100,97
2018/12/14,OKC,DEN,98,109
2018/12/14,TOR,POR,122,128
2018/12/14,GSW,SAC,130,125
2018/12/15,UTA,ORL,89,96
2018/12/15,LAL,CHA,128,100
2018/12/15,BOS,DET,104,113
2018/12/15,HOU,MEM,105,97
2018/12/15,CHI,SAS,98,93
2018/12/15,LAC,OKC,104,110
2018/12/15,MIN,PHX,99,107
2018/12/16,ATL,BKN,127,144
2018/12/16,PHI,CLE,128,105
2018/12/16,NYK,IND,99,110
2018/12/16,LAL,WAS,110,128
2018/12/16,SAC,DAL,120,113
2018/12/16,MIA,NOP,102,96
2018/12/16,TOR,DEN,86,95
2018/12/17,MIL,DET,107,104
2018/12/17,PHX,NYK,128,110
2018/12/17,UTA,HOU,97,102
2018/12/17,SAC,MIN,105,132
2018/12/17,CHI,OKC,96,121
2018/12/17,PHI,SAS,96,123
2018/12/17,MEM,GSW,93,110
2018/12/17,POR,LAC,131,127
2018/12/18,CLE,IND,92,91
2018/12/18,WAS,ATL,110,118
2018/12/18,LAL,BKN,110,115
2018/12/18,DAL,DEN,118,126
2018/12/19,CLE,CHA,99,110
2018/12/19,SAS,ORL,129,90
2018/12/19,NYK,PHI,109,131
2018/12/19,PHX,BOS,111,103
2018/12/19,IND,TOR,96,99
2018/12/19,BKN,CHI,96,93
2018/12/19,WAS,HOU,118,136
2018/12/19,NOP,MIL,115,123
2018/12/19,DET,MIN,129,123
2018/12/19,GSW,UTA,103,108
2018/12/19,MEM,POR,92,99
2018/12/19,OKC,SAC,132,113
2018/12/20,HOU,MIA,99,101
2018/12/20,DAL,LAC,121,125
2018/12/21,DET,CHA,86,98
2018/12/21,CLE,TOR,110,126
2018/12/21,IND,BKN,114,106
2018/12/21,ATL,NYK,114,107
2018/12/21,MIL,BOS,120,107
2018/12/21,ORL,CHI,80,90
2018/12/21,MIN,SAS,98,124
2018/12/21,UTA,POR,120,90
2018/12/21,MEM,SAC,99,102
2018/12/21,NOP,LAL,104,112
2018/12/22,DEN,LAC,111,132
2018/12/22,PHX,WAS,146,149
2018/12/22,TOR,PHI,101,126
2018/12/22,MIL,MIA,87,94
2018/12/22,SAS,HOU,101,108
2018/12/22,DAL,GSW,116,120
2018/12/22,OKC,UTA,107,106
2018/12/23,ATL,DET,98,95
2018/12/23,WAS,IND,89,105
2018/12/23,CHA,BOS,103,119
2018/12/23,PHX,BKN,103,111
2018/12/23,CHI,CLE,112,92
2018/12/23,MIA,ORL,115,91
2018/12/23,NOP,SAC,117,122
2018/12/23,MIN,OKC,114,112
2018/12/23,LAC,GSW,127,129
2018/12/23,DAL,POR,118,121
2018/12/23,MEM,LAL,107,99
2018/12/25,MIL,NYK,109,95
2018/12/25,OKC,HOU,109,113
2018/12/25,PHI,BOS,114,121
2018/12/25,LAL,GSW,127,101
2018/12/25,POR,UTA,96,117
2018/12/26,WAS,DET,95,106
2018/12/26,PHX,ORL,122,120
2018/12/26,IND,ATL,129,121
2018/12/26,CHA,BKN,132,134
2018/12/26,TOR,MIA,106,104
2018/12/26,MIN,CHI,119,94
2018/12/26,CLE,MEM,87,95
2018/12/26,NOP,DAL,119,122
2018/12/26,DEN,SAS,103,111
2018/12/26,SAC,LAC,118,127
2018/12/27,BOS,HOU,113,127
2018/12/27,NYK,MIL,96,112
2018/12/27,LAL,SAC,116,117
2018/12/27,PHI,UTA,114,97
2018/12/27,POR,GSW,110,109
2018/12/28,BKN,CHA,87,100
2018/12/28,DET,IND,88,125
2018/12/28,TOR,ORL,87,116
2018/12/28,CHI,WAS,101,92
2018/12/28,CLE,MIA,94,118
2018/12/28,ATL,MIN,123,120
2018/12/28,DAL,NOP,112,114
2018/12/28,SAS,DEN,99,102
2018/12/28,OKC,PHX,118,102
2018/12/28,LAC,LAL,118,107
2018/12/29,BKN,MIL,115,129
2018/12/29,HOU,NOP,108,104
2018/12/29,CHA,WAS,126,130
2018/12/29,CLE,ATL,108,111
2018/12/29,BOS,MEM,112,103
2018/12/29,NYK,UTA,97,129
2018/12/29,DEN,PHX,122,118
2018/12/29,GSW,POR,115,105
2018/12/29,SAS,LAC,122,111
2018/12/30,DET,ORL,107,109
2018/12/30,MIN,MIA,113,104
2018/12/30,CHI,TOR,89,95
2018/12/30,OKC,DAL,103,105
2018/12/30,PHI,POR,95,129
2018/12/30,SAC,LAL,114,121
2018/12/31,ATL,IND,108,116
2018/12/31,ORL,CHA,100,125
2018/12/31,MEM,HOU,101,113
2018/12/31,BOS,SAS,111,120
2018/12/31,MIN,NOP,114,123
2018/12/31,DAL,OKC,102,122
2018/12/31,GSW,PHX,132,109
2019/1/1,UTA,TOR,116,122
2019/1/1,DET,MIL,98,121
2019/1/1,NYK,DEN,108,115
2019/1/1,POR,SAC,113,108
2019/1/1,PHI,LAC,119,113
2019/1/2,DAL,CHA,122,84
2019/1/2,MIA,CLE,117,92
2019/1/2,ATL,WAS,98,114
2019/1/2,NOP,BKN,121,126
2019/1/2,MIN,BOS,102,115
2019/1/2,ORL,CHI,112,84
2019/1/2,DET,MEM,101,94
2019/1/2,PHI,PHX,132,127
2019/1/2,OKC,LAL,107,100
2019/1/3,TOR,SAS,107,125
2019/1/3,DEN,SAC,117,113
2019/1/3,HOU,GSW,135,134
2019/1/4,UTA,CLE,117,91
2019/1/4,DAL,BOS,93,114
2019/1/4,WAS,MIA,109,115
2019/1/4,IND,CHI,119,116
2019/1/4,BKN,MEM,109,100
2019/1/4,ORL,MIN,103,120
2019/1/4,ATL,MIL,112,144
2019/1/4,LAC,PHX,121,111
2019/1/4,NYK,LAL,119,112
2019/1/4,OKC,POR,111,109
2019/1/5,CHA,DEN,110,123
2019/1/5,UTA,DET,110,105
2019/1/5,DAL,PHI,100,106
2019/1/5,NOP,CLE,133,98
2019/1/5,TOR,MIL,123,116
2019/1/5,MEM,SAS,88,108
2019/1/5,HOU,POR,101,110
2019/1/5,GSW,SAC,127,123
2019/1/6,BKN,CHI,117,100
2019/1/6,LAL,MIN,86,108
2019/1/6,ORL,LAC,96,106
2019/1/6,MIA,ATL,82,106
2019/1/6,WAS,OKC,116,98
2019/1/6,IND,TOR,105,121
2019/1/6,CHA,PHX,119,113
2019/1/7,SAS,DET,119,107
2019/1/7,BKN,BOS,95,116
2019/1/7,DEN,HOU,113,125
2019/1/7,UTA,MIL,102,114
2019/1/7,MEM,NOP,95,114
2019/1/7,LAL,DAL,107,97
2019/1/7,NYK,POR,101,111
2019/1/7,ORL,SAC,95,111
2019/1/8,IND,CLE,123,115
2019/1/8,WAS,PHI,115,132
2019/1/8,DEN,MIA,103,99
2019/1/8,ATL,TOR,101,104
2019/1/8,MIN,OKC,119,117
2019/1/8,SAC,PHX,111,115
2019/1/8,NYK,GSW,95,122
2019/1/8,CHA,LAC,109,128
2019/1/9,IND,BOS,108,135
2019/1/9,PHI,WAS,106,123
2019/1/9,ATL,BKN,100,116
2019/1/9,MIL,HOU,116,109
2019/1/9,SAS,MEM,86,96
2019/1/9,CLE,NOP,124,140
2019/1/9,PHX,DAL,94,104
2019/1/9,ORL,UTA,93,106
2019/1/9,CHI,POR,112,124
2019/1/9,DET,LAL,100,113
2019/1/10,BOS,MIA,99,115
2019/1/10,LAC,DEN,100,121
2019/1/10,OKC,SAS,147,154
2019/1/10,DET,SAC,102,112
2019/1/11,ATL,PHI,123,121
2019/1/11,MIL,WAS,106,113
2019/1/11,IND,NYK,121,106
2019/1/11,BKN,TOR,105,122
2019/1/11,CLE,HOU,113,141
2019/1/11,DAL,MIN,119,115
2019/1/11,LAL,UTA,95,113
2019/1/11,CHA,POR,96,127
2019/1/11,CHI,GSW,109,146
2019/1/12,DET,LAC,109,104
2019/1/12,MEM,MIA,108,112
2019/1/12,BOS,ORL,103,105
2019/1/12,NOP,MIN,106,110
2019/1/12,SAS,OKC,112,122
2019/1/12,DEN,PHX,93,102
2019/1/12,CHA,SAC,97,104
2019/1/12,CHI,UTA,102,110
2019/1/13,PHI,NYK,108,105
2019/1/13,TOR,WAS,140,138
2019/1/13,MIL,ATL,133,114
2019/1/13,HOU,ORL,109,116
2019/1/13,GSW,DAL,119,114
2019/1/13,POR,DEN,113,116
2019/1/13,CLE,LAL,101,95
2019/1/14,BOS,BKN,102,109
2019/1/14,MEM,HOU,94,112
2019/1/14,CHA,SAS,108,93
2019/1/14,DET,UTA,94,100
2019/1/14,POR,SAC,107,115
2019/1/14,NOP,LAC,121,117
2019/1/15,PHX,IND,97,131
2019/1/15,MIN,PHI,107,149
2019/1/15,OKC,ATL,126,142
2019/1/15,MIA,MIL,86,124
2019/1/15,GSW,DEN,142,111
2019/1/15,CHI,LAL,100,107
2019/1/16,ORL,DET,115,120
2019/1/16,TOR,BOS,108,117
2019/1/16,BKN,HOU,145,142
2019/1/16,MIL,MEM,111,101
2019/1/16,SAS,DAL,105,101
2019/1/16,CLE,POR,112,129
2019/1/16,NOP,GSW,140,147
2019/1/16,UTA,LAC,129,109
2019/1/17,NYK,WAS,100,101
2019/1/17,SAC,CHA,95,114
2019/1/17,PHI,IND,120,96
2019/1/17,PHX,TOR,109,111
2019/1/17,CHI,DEN,105,135
2019/1/17,LAL,OKC,138,128
2019/1/18,MEM,BOS,116,122
2019/1/18,MIA,DET,93,98
2019/1/18,BKN,ORL,117,115
2019/1/18,SAS,MIN,116,113
2019/1/18,CLE,UTA,99,115
2019/1/18,GSW,LAC,112,94
2019/1/18,NOP,POR,112,128
2019/1/19,OKC,PHI,117,115
2019/1/19,PHX,CHA,115,135
2019/1/19,SAC,DET,103,101
2019/1/19,DAL,IND,99,111
2019/1/19,MIL,ORL,118,108
2019/1/19,BOS,ATL,113,105
2019/1/19,MEM,TOR,90,119
2019/1/19,MIA,CHI,117,103
2019/1/19,LAL,HOU,134,138
2019/1/19,CLE,DEN,102,124
2019/1/20,CHA,IND,95,120
2019/1/20,PHX,MIN,114,116
2019/1/20,LAC,SAS,103,95
2019/1/21,OKC,NYK,127,109
2019/1/21,CHI,CLE,104,88
2019/1/21,DET,WAS,87,101
2019/1/21,DAL,MIL,106,116
2019/1/21,ORL,ATL,122,103
2019/1/21,SAC,BKN,94,123
2019/1/21,NOP,MEM,105,85
2019/1/21,MIA,BOS,99,107
2019/1/21,HOU,PHI,93,121
2019/1/21,POR,UTA,109,104
2019/1/21,GSW,LAL,130,111
2019/1/22,SAC,TOR,105,120
2019/1/22,POR,OKC,114,123
2019/1/22,LAC,DAL,98,106
2019/1/22,MIN,PHX,118,91
2019/1/23,TOR,IND,106,110
2019/1/23,CLE,BOS,103,123
2019/1/23,ORL,BKN,110,114
2019/1/23,LAC,MIA,111,99
2019/1/23,HOU,NYK,114,110
2019/1/23,SAS,PHI,120,122
2019/1/23,ATL,CHI,121,101
2019/1/23,CHA,MEM,118,107
2019/1/23,DET,NOP,98,94
2019/1/23,DEN,UTA,108,114
2019/1/24,GSW,WAS,126,118
2019/1/24,NOP,OKC,116,122
2019/1/24,POR,PHX,120,106
2019/1/24,MIN,LAL,120,105
2019/1/25,WAS,ORL,95,91
2019/1/25,NYK,BKN,99,109
2019/1/25,MIA,CLE,100,94
2019/1/25,LAC,CHI,106,101
2019/1/25,TOR,HOU,119,121
2019/1/25,SAC,MEM,99,96
2019/1/25,DET,DAL,101,106
2019/1/25,CHA,MIL,99,108
2019/1/25,PHX,DEN,95,132
2019/1/25,MIN,UTA,102,106
2019/1/26,SAS,NOP,126,114
2019/1/26,IND,MEM,103,106
2019/1/26,GSW,BOS,115,111
2019/1/26,PHI,DEN,110,126
2019/1/26,ATL,POR,111,120
2019/1/27,CLE,CHI,104,101
2019/1/27,SAC,LAC,108,122
2019/1/27,MIL,OKC,112,118
2019/1/27,ORL,HOU,98,103
2019/1/27,TOR,DAL,123,120
2019/1/27,UTA,MIN,125,111
2019/1/27,WAS,SAS,119,132
