DATE,HOME,AWAY,HSCORE,ASCORE
2021-11-01,OKC,LAC,94,99
2021-11-02,MIL,DET,117,89
2021-11-02,MIA,DAL,125,110
2021-11-02,SAC,UTA,113,119
2021-11-02,NOP,PHX,100,112
2021-11-02,HOU,LAL,117,119
2021-11-03,POR,CLE,104,107
2021-11-03,NYK,IND,98,111
2021-11-03,BOS,ORL,92,79
2021-11-03,CHI,PHI,98,103
2021-11-03,TOR,WAS,109,100
2021-11-03,ATL,BKN,108,117
2021-11-03,DEN,MEM,106,108
2021-11-03,LAC,MIN,126,115
2021-11-03,DAL,SAS,109,108
2021-11-03,CHA,GSW,92,114
2021-11-03,NOP,SAC,99,112
2021-11-04,PHI,DET,109,98
2021-11-04,UTA,ATL,116,98
2021-11-04,BOS,MIA,95,78
2021-11-04,HOU,PHX,111,123
2021-11-04,OKC,LAL,107,104
2021-11-05,BKN,DET,96,90
2021-11-05,SAS,ORL,102,89
2021-11-05,MEM,WAS,87,115
2021-11-05,CLE,TOR,102,101
2021-11-05,NYK,MIL,113,98
2021-11-05,LAC,MIN,104,84
2021-11-05,NOP,GSW,85,126
2021-11-05,IND,POR,106,110
2021-11-05,CHA,SAC,110,140
2021-11-06,HOU,DEN,94,95
2021-11-06,UTA,MIA,115,118
2021-11-06,PHI,CHI,114,105
2021-11-06,BOS,DAL,104,107
2021-11-06,ATL,PHX,117,121
2021-11-06,LAL,POR,90,105
2021-11-07,BKN,TOR,116,103
2021-11-07,CLE,NYK,126,109
2021-11-07,UTA,ORL,100,107
2021-11-07,MIL,WAS,94,101
2021-11-07,IND,SAC,94,91
2021-11-07,SAS,OKC,94,99
2021-11-07,HOU,GSW,107,120
2021-11-07,CHA,LAC,106,120
2021-11-08,NYK,PHI,103,96
2021-11-08,BKN,CHI,95,118
2021-11-08,MIN,MEM,118,125
2021-11-08,NOP,DAL,92,108
2021-11-08,MIA,DEN,96,113
2021-11-08,ATL,GSW,113,127
2021-11-08,PHX,SAC,109,104
2021-11-08,CHA,LAL,123,126
2021-11-09,MIL,PHI,118,109
2021-11-09,ATL,UTA,98,110
2021-11-09,POR,LAC,109,117
2021-11-10,WAS,CLE,97,94
2021-11-10,BKN,ORL,123,90
2021-11-10,TOR,BOS,88,104
2021-11-10,MIL,NYK,112,100
2021-11-10,DET,HOU,112,104
2021-11-10,DAL,CHI,107,117
2021-11-10,CHA,MEM,118,108
2021-11-10,OKC,NOP,108,100
2021-11-10,SAC,SAS,117,136
2021-11-10,IND,DEN,98,101
2021-11-10,POR,PHX,109,119
2021-11-10,MIN,GSW,110,123
2021-11-10,MIA,LAL,117,120
2021-11-11,TOR,PHI,115,109
2021-11-11,IND,UTA,111,100
2021-11-11,MIA,LAC,109,112
2021-11-12,NYK,CHA,96,104
2021-11-12,MIL,BOS,113,122
2021-11-12,DET,CLE,78,98
2021-11-12,POR,HOU,104,92
2021-11-12,PHX,MEM,119,94
2021-11-12,BKN,NOP,120,112
2021-11-12,SAC,OKC,103,105
2021-11-12,DAL,SAS,123,109
2021-11-12,ATL,DEN,96,105
2021-11-12,CHI,GSW,93,119
2021-11-12,MIN,LAL,107,83
2021-11-13,MIA,UTA,111,105
2021-11-13,PHI,IND,113,118
2021-11-13,WAS,ORL,104,92
2021-11-13,MEM,NOP,101,112
2021-11-13,DET,TOR,127,121
2021-11-13,BOS,CLE,89,91
2021-11-13,MIN,LAC,102,129
2021-11-14,SAS,LAL,106,114
2021-11-14,MIL,ATL,100,120
2021-11-14,GSW,CHA,102,106
2021-11-14,PHX,HOU,115,89
2021-11-14,BKN,OKC,120,96
2021-11-14,POR,DEN,95,124
2021-11-14,CHI,LAC,100,90
2021-11-15,BOS,CLE,98,92
2021-11-15,SAC,DET,129,107
2021-11-15,NOP,WAS,100,105
2021-11-15,ORL,ATL,111,129
2021-11-15,IND,NYK,84,92
2021-11-15,DEN,DAL,101,111
2021-11-15,HOU,MEM,102,136
2021-11-15,PHX,MIN,99,96
2021-11-15,MIA,OKC,103,90
2021-11-15,TOR,POR,113,118
2021-11-15,CHI,LAL,121,103
2021-11-16,GSW,BKN,117,99
2021-11-16,PHI,UTA,85,120
2021-11-16,SAS,LAC,92,106
2021-11-17,WAS,CHA,87,97
2021-11-17,IND,DET,89,97
2021-11-17,BOS,ATL,99,110
2021-11-17,CLE,BKN,99,109
2021-11-17,NOP,MIA,98,113
2021-11-17,ORL,NYK,104,98
2021-11-17,LAL,MIL,102,109
2021-11-17,SAC,MIN,97,107
2021-11-17,HOU,OKC,89,101
2021-11-17,DAL,PHX,98,105
2021-11-17,CHI,POR,107,112
2021-11-18,GSW,CLE,104,89
2021-11-18,WAS,MIA,97,112
2021-11-18,LAC,MEM,108,120
2021-11-18,SAS,MIN,90,115
2021-11-18,PHI,DEN,103,89
2021-11-18,TOR,UTA,103,119
2021-11-19,IND,CHA,118,121
2021-11-19,GSW,DET,105,102
2021-11-19,LAL,BOS,108,130
2021-11-19,ORL,BKN,113,115
2021-11-19,OKC,MIL,89,96
2021-11-19,LAC,NOP,81,94
2021-11-19,CHI,DEN,114,108
2021-11-19,DAL,PHX,104,112
2021-11-19,TOR,SAC,108,89
2021-11-20,HOU,NYK,99,106
2021-11-20,NOP,IND,94,111
2021-11-20,MIA,WAS,100,103
2021-11-20,CHA,ATL,105,115
2021-11-20,OKC,BOS,105,111
2021-11-20,ORL,MIL,108,117
2021-11-20,MEM,MIN,95,138
2021-11-20,PHI,POR,111,118
2021-11-20,UTA,SAC,123,105
2021-11-21,DAL,LAC,91,97
2021-11-21,LAL,DET,121,116
2021-11-21,NYK,CHI,103,109
2021-11-21,DEN,PHX,97,126
2021-11-21,TOR,GSW,104,119
2021-11-22,BKN,CLE,117,112
2021-11-22,CHA,WAS,109,103
2021-11-22,OKC,ATL,101,113
2021-11-22,HOU,BOS,90,108
2021-11-22,IND,CHI,109,77
2021-11-22,ORL,MIL,92,123
2021-11-22,MIN,NOP,110,96
2021-11-22,PHX,SAS,115,111
2021-11-22,MEM,UTA,119,118
2021-11-22,PHI,SAC,102,94
2021-11-23,MIA,DET,100,92
2021-11-23,LAL,NYK,100,106
2021-11-23,DEN,POR,100,119
2021-11-23,DAL,LAC,112,104
2021-11-24,PHX,CLE,120,115
2021-11-24,LAL,IND,124,116
2021-11-24,CHA,ORL,106,99
2021-11-24,BKN,BOS,123,104
2021-11-24,CHI,HOU,113,118
2021-11-24,TOR,MEM,126,113
2021-11-24,DET,MIL,93,114
2021-11-24,MIA,MIN,101,113
2021-11-24,WAS,NOP,102,127
2021-11-24,UTA,OKC,110,104
2021-11-24,ATL,SAS,124,106
2021-11-24,PHI,GSW,96,116
2021-11-24,POR,SAC,121,125
2021-11-26,DET,LAC,96,107
2021-11-26,MIN,CHA,115,133
2021-11-26,PHX,NYK,118,97
2021-11-26,CHI,ORL,123,88
2021-11-26,TOR,IND,97,114
2021-11-26,ATL,MEM,132,100
2021-11-26,WAS,OKC,101,99
2021-11-26,BOS,SAS,88,96
2021-11-26,MIL,DEN,120,109
2021-11-26,NOP,UTA,98,97
2021-11-26,POR,GSW,103,118
2021-11-26,SAC,LAL,141,137
2021-11-27,MIN,PHI,121,120
2021-11-27,NYK,ATL,99,90
2021-11-27,PHX,BKN,113,107
2021-11-27,ORL,CLE,92,105
2021-11-27,MIA,CHI,107,104
2021-11-27,CHA,HOU,143,146
2021-11-27,WAS,DAL,120,114
2021-11-27,NOP,UTA,105,127
2021-11-28,GSW,LAC,105,90
2021-11-28,MIL,IND,118,100
2021-11-28,BOS,TOR,109,97
2021-11-28,SAC,MEM,101,128
2021-11-28,DET,LAL,106,110
2021-11-29,ORL,PHI,96,101
2021-11-29,DEN,MIA,120,111
2021-11-29,CHA,CHI,119,133
2021-11-29,OKC,HOU,89,102
2021-11-29,IND,MIN,98,100
2021-11-29,CLE,DAL,114,96
2021-11-29,WAS,SAS,99,116
2021-11-29,POR,UTA,107,129
2021-11-29,NOP,LAC,123,104
2021-11-30,NYK,BKN,110,112
2021-11-30,MEM,TOR,98,91
2021-11-30,GSW,PHX,96,104
2021-11-30,DET,POR,92,110
2021-11-30,LAL,SAC,117,92
2021-12-01,ATL,IND,114,111
2021-12-01,DEN,ORL,103,108
2021-12-01,MIN,WAS,107,115
2021-12-01,PHI,BOS,87,88
2021-12-01,CLE,MIA,111,85
2021-12-01,CHA,MIL,125,127
2021-12-01,DAL,NOP,139,107
2021-12-01,HOU,OKC,114,110
2021-12-01,SAC,LAC,124,115
2021-12-02,CHI,NYK,119,115
2021-12-02,MIL,TOR,93,97
2021-12-02,OKC,MEM,79,152
2021-12-02,DET,PHX,103,114
2021-12-02,SAS,POR,114,83
2021-12-03,MIA,IND,113,104
2021-12-03,CLE,WAS,116,101
2021-12-03,PHI,ATL,98,96
2021-12-03,MIN,BKN,105,110
2021-12-03,ORL,HOU,116,118
2021-12-03,NOP,DAL,107,91
2021-12-03,BOS,UTA,130,137
2021-12-03,PHX,GSW,96,118
2021-12-03,LAC,LAL,119,115
2021-12-04,DEN,NYK,113,99
2021-12-04,CHI,BKN,111,107
2021-12-04,MIA,MIL,102,124
2021-12-04,MEM,DAL,97,90
2021-12-04,SAS,GSW,112,107
2021-12-04,BOS,POR,145,117
2021-12-04,LAC,SAC,99,104
2021-12-05,UTA,CLE,109,108
2021-12-05,CHA,ATL,130,127
2021-12-05,WAS,TOR,90,102
2021-12-05,NOP,HOU,108,118
2021-12-06,PHI,CHA,127,124
2021-12-06,OKC,DET,114,103
2021-12-06,WAS,IND,110,116
2021-12-06,MEM,MIA,105,90
2021-12-06,DEN,CHI,97,109
2021-12-06,CLE,MIL,104,112
2021-12-06,ATL,MIN,121,110
2021-12-06,SAS,PHX,104,108
2021-12-06,ORL,GSW,95,126
2021-12-06,LAC,POR,102,90
2021-12-07,BKN,DAL,102,99
2021-12-07,NYK,SAS,121,109
2021-12-07,BOS,LAL,102,117
2021-12-08,PHI,CHA,110,106
2021-12-08,CHI,CLE,92,115
2021-12-08,WAS,DET,119,116
2021-12-08,NYK,IND,102,122
2021-12-08,MIL,MIA,104,113
2021-12-08,OKC,TOR,110,109
2021-12-08,BKN,HOU,104,114
2021-12-08,DAL,MEM,104,96
2021-12-08,UTA,MIN,136,104
2021-12-08,DEN,NOP,120,114
2021-12-08,POR,GSW,94,104
2021-12-08,ORL,SAC,130,142
2021-12-08,BOS,LAC,111,114
2021-12-09,UTA,PHI,118,96
2021-12-09,LAL,MEM,95,108
2021-12-09,DEN,SAS,111,123
2021-12-10,SAC,CHA,123,124
2021-12-10,DAL,IND,93,106
2021-12-10,BKN,ATL,113,105
2021-12-10,NYK,TOR,87,90
2021-12-10,MIL,HOU,123,114
2021-12-10,CLE,MIN,123,106
2021-12-10,DET,NOP,93,109
2021-12-10,LAL,OKC,116,95
2021-12-10,BOS,PHX,90,111
2021-12-11,ORL,LAC,104,106
2021-12-11,UTA,WAS,123,98
2021-12-11,SAC,CLE,103,117
2021-12-11,CHI,MIA,92,118
2021-12-11,HOU,MEM,106,113
2021-12-11,GSW,PHI,93,102
2021-12-11,DEN,SAS,127,112
2021-12-12,MIL,NYK,112,97
2021-12-12,BKN,DET,116,104
2021-12-12,DAL,OKC,103,84
2021-12-12,NOP,SAS,97,112
2021-12-12,MIN,POR,116,111
2021-12-12,ORL,LAL,94,106
2021-12-13,MIA,CLE,94,105
2021-12-13,GSW,IND,102,100
2021-12-13,SAC,TOR,101,124
2021-12-13,HOU,ATL,132,126
2021-12-13,MIL,BOS,103,117
2021-12-13,PHI,MEM,91,126
2021-12-13,CHA,DAL,96,120
2021-12-13,WAS,DEN,107,113
2021-12-13,PHX,LAC,95,111
2021-12-14,TOR,BKN,129,131
2021-12-14,GSW,NYK,105,96
2021-12-14,PHX,POR,111,107
2021-12-15,HOU,CLE,89,124
2021-12-15,ATL,ORL,111,99
2021-12-15,MIA,PHI,101,96
2021-12-15,LAL,DAL,107,104
2021-12-15,IND,MIL,99,114
2021-12-15,NOP,OKC,113,110
2021-12-15,CHA,SAS,131,115
2021-12-15,MIN,DEN,124,107
2021-12-15,LAC,UTA,103,124
2021-12-15,MEM,POR,113,103
2021-12-15,WAS,SAC,105,119
2021-12-16,DET,IND,113,122
2021-12-16,PHI,BKN,105,114
2021-12-16,NYK,HOU,116,103
2021-12-16,WAS,PHX,98,118
2021-12-17,MIA,ORL,115,105
2021-12-17,DEN,ATL,133,115
2021-12-17,GSW,BOS,111,107
2021-12-17,MIL,NOP,112,116
2021-12-17,SAS,UTA,128,126
2021-12-17,LAL,MIN,92,110
2021-12-17,CHA,POR,116,125
2021-12-17,MEM,SAC,124,105
2021-12-18,HOU,DET,116,107
2021-12-18,NYK,BOS,107,114
2021-12-18,ORL,BKN,100,93
2021-12-18,GSW,TOR,100,119
2021-12-18,LAC,OKC,103,104
2021-12-18,CLE,MIL,119,90
2021-12-18,WAS,UTA,109,103
2021-12-19,MIA,DET,90,100
2021-12-19,POR,MEM,105,100
2021-12-19,SAS,SAC,114,121
2021-12-19,LAL,CHI,110,115
2021-12-19,DAL,MIN,105,111
2021-12-19,CHA,PHX,106,137
2021-12-20,PHI,BOS,108,103
2021-12-20,HOU,CHI,118,133
2021-12-20,OKC,MEM,102,99
2021-12-20,CHA,UTA,102,112
2021-12-20,SAC,GSW,98,113
2021-12-20,SAS,LAC,116,92
2021-12-21,IND,MIA,96,125
2021-12-21,DET,NYK,91,105
2021-12-21,POR,NOP,97,111
2021-12-21,MIN,DAL,102,114
2021-12-21,PHX,LAL,108,90
2021-12-22,ORL,ATL,104,98
2021-12-22,CLE,BOS,101,111
2021-12-22,HOU,MIL,106,126
2021-12-22,DEN,OKC,94,108
2021-12-22,LAC,SAC,105,89
2021-12-23,HOU,IND,106,118
2021-12-23,NOP,ORL,110,104
2021-12-23,ATL,PHI,98,96
2021-12-23,DET,MIA,112,115
2021-12-23,WAS,NYK,124,117
2021-12-23,MIL,DAL,102,95
2021-12-23,CHA,DEN,115,107
2021-12-23,OKC,PHX,101,113
2021-12-23,MIN,UTA,116,128
2021-12-23,MEM,GSW,104,113
2021-12-23,SAS,LAL,138,110
2021-12-25,ATL,NYK,87,101
2021-12-25,BOS,MIL,113,117
2021-12-25,GSW,PHX,116,107
2021-12-25,BKN,LAL,122,115
2021-12-25,DAL,UTA,116,120
2021-12-26,ORL,MIA,83,93
2021-12-26,TOR,CLE,99,144
2021-12-26,PHI,WAS,117,96
2021-12-26,MEM,SAC,127,102
2021-12-26,NOP,OKC,112,117
2021-12-26,DET,SAS,109,144
2021-12-26,IND,CHI,105,113
2021-12-26,DEN,LAC,103,100
2021-12-27,HOU,CHA,99,123
2021-12-27,CHI,ATL,130,118
2021-12-27,BOS,MIN,103,108
2021-12-27,UTA,SAS,110,104
2021-12-27,MEM,PHX,114,113
2021-12-27,DAL,POR,132,117
2021-12-27,BKN,LAC,124,108
2021-12-28,MIL,ORL,127,110
2021-12-28,WAS,MIA,112,119
2021-12-28,PHI,TOR,114,109
2021-12-28,LAL,HOU,132,123
2021-12-28,NYK,MIN,96,88
2021-12-28,CLE,NOP,104,108
2021-12-28,DEN,GSW,89,86
2021-12-28,OKC,SAC,111,117
2021-12-29,NYK,DET,94,85
2021-12-29,CHA,IND,116,108
2021-12-29,LAC,BOS,91,82
2021-12-29,ATL,CHI,117,131
2021-12-29,LAL,MEM,99,104
2021-12-29,OKC,PHX,97,115
2021-12-29,UTA,POR,120,105
2021-12-29,DAL,SAC,94,95
2021-12-30,PHI,BKN,110,102
2021-12-30,MIL,ORL,136,118
2021-12-30,CLE,WAS,93,110
2021-12-31,PHX,BOS,108,123
2021-12-31,CHI,IND,108,106
2021-12-31,DAL,SAC,112,96
2021-12-31,MIA,HOU,120,110
2021-12-31,ATL,CLE,121,118
2021-12-31,LAC,TOR,108,116
2021-12-31,SAS,MEM,105,118
2021-12-31,NYK,OKC,80,95
2021-12-31,MIN,UTA,108,120
2021-12-31,POR,LAL,106,139
2022-01-01,NOP,MIL,113,136
2022-01-01,SAS,DET,116,117
2022-01-01,CHI,WAS,120,119
2022-01-01,LAC,BKN,120,116
2022-01-01,DEN,HOU,124,111
2022-01-01,GSW,UTA,123,116
2022-01-02,NYK,TOR,105,120
2022-01-02,ORL,BOS,111,116
2022-01-02,IND,CLE,104,108
2022-01-02,MIA,SAC,113,115
2022-01-02,PHX,CHA,133,99
2022-01-02,DAL,OKC,95,86
2022-01-02,MIN,LAL,103,108
2022-01-03,HOU,PHI,113,133
2022-01-03,CHA,WAS,121,124
2022-01-03,MEM,BKN,118,104
2022-01-03,ORL,CHI,98,102
2022-01-03,DET,MIL,115,106
2022-01-03,UTA,NOP,115,104
2022-01-03,DEN,DAL,89,103
2022-01-03,MIA,GSW,108,115
2022-01-03,ATL,POR,131,136
2022-01-03,MIN,LAC,122,104
2022-01-04,MEM,CLE,110,106
2022-01-04,SAS,TOR,104,129
2022-01-04,IND,NYK,94,104
2022-01-04,PHX,NOP,123,110
2022-01-04,SAC,LAL,114,122
2022-01-05,DET,CHA,111,140
2022-01-05,PHI,ORL,116,106
2022-01-05,HOU,WAS,114,111
2022-01-05,SAS,BOS,99,97
2022-01-05,BKN,IND,129,121
2022-01-05,GSW,DAL,82,99
2022-01-05,TOR,MIL,117,111
2022-01-05,OKC,MIN,90,98
2022-01-05,UTA,DEN,115,109
2022-01-05,MIA,POR,115,109
2022-01-05,ATL,SAC,108,102
2022-01-06,BOS,NYK,105,108
2022-01-06,DET,MEM,88,118
2022-01-06,GSW,NOP,96,101
2022-01-06,LAC,PHX,89,106
2022-01-07,SAS,PHI,100,119
2022-01-07,MIL,BKN,121,109
2022-01-07,UTA,TOR,108,122
2022-01-07,WAS,CHI,122,130
2022-01-07,DAL,HOU,130,106
2022-01-07,MIN,OKC,135,105
2022-01-07,SAC,DEN,111,121
2022-01-07,ATL,LAL,118,134
2022-01-07,CLE,POR,114,101
2022-01-08,MEM,LAC,123,108
2022-01-08,MIL,CHA,106,114
2022-01-08,ORL,DET,92,97
2022-01-08,UTA,IND,113,125
2022-01-08,NYK,BOS,75,99
2022-01-08,MIA,PHX,123,100
2022-01-09,SAS,BKN,119,121
2022-01-09,ATL,LAC,93,106
2022-01-09,WAS,ORL,102,100
2022-01-09,NOP,TOR,101,105
2022-01-09,MIN,HOU,141,123
2022-01-09,DEN,OKC,99,95
2022-01-09,CHI,DAL,99,113
2022-01-09,CLE,GSW,82,96
2022-01-09,SAC,POR,88,103
2022-01-09,MEM,LAL,127,119
2022-01-10,MIL,CHA,99,103
2022-01-10,UTA,DET,116,126
2022-01-10,IND,BOS,98,101
2022-01-10,SAS,NYK,96,111
2022-01-10,PHI,HOU,111,91
2022-01-10,BKN,POR,108,114
2022-01-10,CLE,SAC,109,108
2022-01-11,OKC,WAS,118,122
2022-01-11,PHX,TOR,99,95
2022-01-11,DET,CHI,87,133
2022-01-11,GSW,MEM,108,116
2022-01-11,MIN,NOP,125,128
2022-01-11,DEN,LAC,85,87
2022-01-12,BOS,IND,119,100
2022-01-12,CHA,PHI,109,98
2022-01-12,ORL,WAS,106,112
2022-01-12,MIA,ATL,115,91
2022-01-12,DAL,NYK,85,108
2022-01-12,HOU,SAS,128,124
2022-01-12,CLE,UTA,111,91
2022-01-12,BKN,CHI,138,112
2022-01-12,LAL,SAC,116,125
2022-01-13,GSW,MIL,99,118
2022-01-13,MIN,MEM,108,116
2022-01-13,LAC,NOP,89,113
2022-01-13,OKC,BKN,130,109
2022-01-13,POR,DEN,108,140
2022-01-14,ORL,CHA,116,109
2022-01-14,TOR,DET,87,103
2022-01-14,PHX,IND,112,94
2022-01-14,BOS,PHI,99,111
2022-01-14,GSW,CHI,138,96
2022-01-14,ATL,MIA,118,124
2022-01-14,CLE,SAS,114,109
2022-01-14,DAL,MEM,112,85
2022-01-14,HOU,SAC,114,126
2022-01-15,TOR,MIL,103,96
2022-01-15,POR,WAS,115,110
2022-01-15,NYK,ATL,117,108
2022-01-15,NOP,BKN,105,120
2022-01-15,PHI,MIA,109,98
2022-01-15,CLE,OKC,107,102
2022-01-15,CHI,BOS,112,114
2022-01-15,LAC,SAS,94,101
2022-01-15,LAL,DEN,96,133
2022-01-15,ORL,DAL,92,108
2022-01-16,PHX,DET,135,108
2022-01-16,HOU,SAC,118,112
2022-01-16,GSW,MIN,99,119
2022-01-16,UTA,DEN,125,102
2022-01-17,NOP,BOS,92,104
2022-01-17,CHA,NYK,97,87
2022-01-17,PHI,WAS,98,117
2022-01-17,BKN,CLE,107,114
2022-01-17,CHI,MEM,106,119
2022-01-17,IND,LAC,133,139
2022-01-17,MIL,ATL,114,121
2022-01-17,POR,ORL,98,88
2022-01-17,TOR,MIA,99,104
2022-01-17,OKC,DAL,102,104
2022-01-17,PHX,SAS,121,107
2022-01-17,UTA,LAL,95,101
2022-01-18,MIN,NYK,112,110
2022-01-18,DET,GSW,86,102
2022-01-19,ORL,PHI,110,123
2022-01-19,BKN,WAS,119,118
2022-01-19,MIN,ATL,122,134
2022-01-19,CHA,BOS,111,102
2022-01-19,POR,MIA,92,104
2022-01-19,CLE,CHI,104,117
2022-01-19,MEM,MIL,114,126
2022-01-19,TOR,DAL,98,102
2022-01-19,OKC,SAS,96,118
2022-01-19,HOU,UTA,116,111
2022-01-19,LAC,DEN,128,130
2022-01-19,DET,SAC,133,131
2022-01-19,IND,LAL,111,104
2022-01-20,NOP,NYK,102,91
2022-01-20,PHX,DAL,109,101
2022-01-20,IND,GSW,121,117
2022-01-21,OKC,CHA,98,121
2022-01-21,LAL,ORL,116,105
2022-01-21,LAC,PHI,102,101
2022-01-21,MIA,ATL,108,110
2022-01-21,POR,BOS,109,105
2022-01-21,TOR,WAS,109,105
2022-01-21,CHI,MIL,90,94
2022-01-21,BKN,SAS,117,102
2022-01-21,MEM,DEN,122,118
2022-01-21,DET,UTA,101,111
2022-01-21,HOU,GSW,103,105
2022-01-22,SAC,MIL,127,133
2022-01-22,OKC,CLE,87,94
2022-01-22,IND,PHX,103,113
2022-01-23,LAC,NYK,102,110
2022-01-23,BOS,WAS,116,87
2022-01-23,LAL,MIA,107,113
2022-01-23,CHI,ORL,95,114
2022-01-23,POR,TOR,114,105
2022-01-23,ATL,CHA,113,91
2022-01-23,PHI,SAS,115,109
2022-01-23,MEM,DAL,91,104
2022-01-23,BKN,MIN,125,136
2022-01-23,DET,DEN,111,117
2022-01-23,UTA,GSW,92,94
2022-01-24,NYK,CLE,93,95
2022-01-24,IND,NOP,113,117
2022-01-24,CHI,OKC,111,110
2022-01-24,UTA,PHX,109,115
2022-01-25,NOP,PHI,107,117
2022-01-25,DEN,DET,110,105
2022-01-25,CHA,TOR,113,125
2022-01-25,LAC,WAS,116,115
2022-01-25,SAC,BOS,75,128
2022-01-25,LAL,BKN,106,96
2022-01-25,SAS,HOU,134,104
2022-01-25,DAL,GSW,92,130
2022-01-25,MIN,POR,109,107
2022-01-26,MIL,CLE,99,115
2022-01-26,CHA,IND,158,126
2022-01-26,LAC,ORL,111,102
2022-01-26,SAC,ATL,104,121
2022-01-26,NYK,MIA,96,110
2022-01-26,DEN,BKN,124,118
2022-01-26,TOR,CHI,105,111
2022-01-26,MEM,SAS,118,110
2022-01-26,PHX,UTA,105,97
2022-01-26,DAL,POR,132,112
2022-01-27,LAL,PHI,87,105
2022-01-27,MIN,GSW,115,124
2022-01-28,DET,ORL,103,119
2022-01-28,LAL,CHA,114,117
2022-01-28,BOS,ATL,92,108
2022-01-28,DEN,NOP,116,105
2022-01-28,LAC,MIA,114,121
2022-01-28,POR,HOU,125,110
2022-01-28,UTA,MEM,109,119
2022-01-28,IND,OKC,113,110
2022-01-28,CHI,SAS,122,131
2022-01-28,MIN,PHX,124,134
2022-01-28,NYK,MIL,108,123
2022-01-29,BOS,NOP,107,97
2022-01-29,IND,DAL,105,132
2022-01-29,SAC,PHI,101,103
2022-01-29,TOR,MIA,124,120
2022-01-29,WAS,MEM,95,115
2022-01-29,BKN,GSW,106,110
