DATE,HOME,AWAY,HSCORE,ASCORE
2021-02-16,DEN,BOS,99,112
2021-02-16,NOP,MEM,144,113
2021-02-16,TOR,MIL,124,113
2021-02-16,LAL,MIN,112,104
2021-02-16,POR,OKC,115,104
2021-02-16,BKN,PHX,128,124
2021-02-17,NYK,ORL,89,107
2021-02-17,ATL,BOS,122,114
2021-02-17,HOU,PHI,113,118
2021-02-17,DEN,WAS,128,130
2021-02-17,IND,MIN,134,128
2021-02-17,DET,CHI,102,105
2021-02-17,POR,NOP,126,124
2021-02-17,OKC,MEM,113,122
2021-02-17,MIA,GSW,112,120
2021-02-17,UTA,LAC,114,96
2021-02-18,TOR,MIL,110,96
2021-02-18,BKN,LAL,109,98
2021-02-18,MIA,SAC,118,110
2021-02-19,GSW,ORL,120,124
2021-02-19,DEN,CLE,120,103
2021-02-19,CHI,PHI,105,112
2021-02-19,ATL,BOS,109,121
2021-02-19,DET,MEM,95,109
2021-02-19,OKC,MIL,85,98
2021-02-19,PHX,NOP,132,114
2021-02-19,TOR,MIN,86,81
2021-02-19,UTA,LAC,112,116
2021-02-20,GSW,CHA,100,102
2021-02-20,MIA,LAL,96,94
2021-02-20,SAC,CHI,114,122
2021-02-20,PHX,MEM,128,97
2021-02-20,WAS,POR,118,111
2021-02-21,BOS,NOP,115,120
2021-02-21,OKC,CLE,117,101
2021-02-21,DET,ORL,96,105
2021-02-21,PHI,TOR,103,110
2021-02-21,MIN,NYK,99,103
2021-02-21,DEN,ATL,115,123
2021-02-21,BKN,LAC,112,108
2021-02-21,SAC,MIL,115,128
2021-02-22,CHI,HOU,120,100
2021-02-22,MEM,DAL,92,102
2021-02-22,MIA,OKC,108,94
2021-02-22,POR,PHX,100,132
2021-02-22,CHA,UTA,110,132
2021-02-22,WAS,LAL,127,124
2021-02-23,ATL,CLE,111,112
2021-02-23,DET,ORL,105,93
2021-02-23,SAC,BKN,118,127
2021-02-23,GSW,NYK,114,106
2021-02-23,PHI,TOR,109,102
2021-02-23,BOS,DAL,107,110
2021-02-23,MIN,MIL,112,139
2021-02-23,POR,DEN,106,111
2021-02-23,WAS,LAC,116,135
2021-02-24,GSW,IND,111,107
2021-02-24,BOS,ATL,112,127
2021-02-24,HOU,CLE,96,112
2021-02-24,TOR,MIA,108,116
2021-02-24,MIN,CHI,126,133
2021-02-24,DET,NOP,118,128
2021-02-24,SAS,OKC,99,102
2021-02-24,CHA,PHX,124,121
2021-02-24,LAL,UTA,89,114
2021-02-25,DAL,PHI,97,111
2021-02-25,ORL,BKN,92,129
2021-02-25,SAC,NYK,121,140
2021-02-25,LAC,MEM,94,122
2021-02-25,WAS,DEN,112,110
2021-02-25,NOP,MIL,125,129
2021-02-26,IND,BOS,112,118
2021-02-26,HOU,TOR,111,122
2021-02-26,SAC,DET,110,107
2021-02-26,UTA,MIA,116,124
2021-02-26,PHX,CHI,106,97
2021-02-26,LAC,MEM,119,99
2021-02-26,ATL,OKC,109,118
2021-02-26,CHA,GSW,121,130
2021-02-26,POR,LAL,93,102
2021-02-27,CLE,PHI,112,109
2021-02-27,MIN,WAS,112,128
2021-02-27,NOP,SAS,114,117
2021-02-27,IND,NYK,107,110
2021-02-27,UTA,ORL,124,109
2021-02-27,DEN,OKC,126,96
2021-02-27,DAL,BKN,115,98
2021-02-28,LAC,MIL,100,105
2021-02-28,WAS,BOS,110,111
2021-02-28,NYK,DET,109,90
2021-02-28,ATL,MIA,99,109
2021-02-28,MEM,HOU,133,84
2021-02-28,GSW,LAL,91,117
2021-02-28,PHX,MIN,118,99
2021-02-28,CHA,SAC,127,126
2021-03-01,DAL,ORL,130,124
2021-03-01,IND,PHI,114,130
2021-03-01,DEN,CHI,118,112
2021-03-01,UTA,NOP,124,129
2021-03-01,BKN,SAS,124,113
2021-03-01,CLE,HOU,101,90
2021-03-01,CHA,POR,111,123
2021-03-02,MEM,WAS,125,111
2021-03-02,LAC,BOS,112,117
2021-03-02,ATL,MIA,94,80
2021-03-02,NYK,SAS,93,119
2021-03-02,DEN,MIL,128,97
2021-03-02,PHX,LAL,114,104
2021-03-03,DET,TOR,129,105
2021-03-03,IND,CLE,114,111
2021-03-03,UTA,PHI,123,131
2021-03-03,BKN,HOU,132,114
2021-03-03,ATL,ORL,115,112
2021-03-03,CHA,MIN,135,102
2021-03-03,CHI,NOP,128,124
2021-03-03,OKC,DAL,78,87
2021-03-03,GSW,POR,106,108
2021-03-03,LAL,SAC,120,123
2021-03-04,TOR,BOS,125,132
2021-03-04,LAC,WAS,117,119
2021-03-04,DET,NYK,104,114
2021-03-04,DEN,IND,113,103
2021-03-04,MIL,MEM,112,111
2021-03-04,MIA,NOP,103,93
2021-03-04,OKC,SAS,107,102
2021-03-04,GSW,PHX,98,120
2021-03-04,SAC,POR,119,123
2021-03-10,WAS,MEM,112,127
2021-03-10,SAS,DAL,104,115
2021-03-11,DET,CHA,102,105
2021-03-11,BOS,BKN,109,121
2021-03-11,ATL,TOR,121,120
2021-03-11,ORL,MIA,103,111
2021-03-11,PHI,CHI,127,105
2021-03-11,NYK,MIL,101,134
2021-03-11,MIN,NOP,135,105
2021-03-11,DAL,OKC,108,116
2021-03-11,GSW,LAC,104,130
2021-03-11,PHX,POR,127,121
2021-03-11,HOU,SAC,105,125
2021-03-12,PHI,WAS,127,101
2021-03-12,DEN,MEM,103,102
2021-03-12,CLE,NOP,82,116
2021-03-12,MIA,CHI,101,90
2021-03-12,ORL,SAS,77,104
2021-03-12,HOU,UTA,99,114
2021-03-12,IND,LAL,100,105
2021-03-13,NYK,OKC,119,97
2021-03-13,DET,BKN,95,100
2021-03-13,TOR,CHA,104,114
2021-03-13,MIL,WAS,125,119
2021-03-13,SAC,ATL,106,121
2021-03-13,POR,MIN,125,121
2021-03-13,IND,PHX,122,111
2021-03-13,DAL,DEN,116,103
2021-03-14,MEM,OKC,122,128
2021-03-14,UTA,GSW,119,131
2021-03-14,SAS,PHI,99,134
2021-03-14,MIA,ORL,102,97
2021-03-14,CLE,ATL,82,100
2021-03-14,BOS,HOU,134,107
2021-03-14,POR,MIN,112,114
2021-03-14,TOR,CHI,95,118
2021-03-14,LAC,NOP,115,135
2021-03-15,SAC,CHA,116,122
2021-03-15,MIL,WAS,133,122
2021-03-15,SAS,DET,109,99
2021-03-15,NYK,BKN,112,117
2021-03-15,LAC,DAL,109,99
2021-03-15,IND,DEN,106,121
2021-03-15,MEM,PHX,99,122
2021-03-15,LAL,GSW,128,97
2021-03-16,UTA,BOS,117,109
2021-03-16,CLE,MIA,98,113
2021-03-16,NYK,PHI,96,99
2021-03-16,OKC,CHI,102,123
2021-03-16,ATL,HOU,119,107
2021-03-16,NOP,POR,124,125
2021-03-16,MIN,LAL,121,137
2021-03-17,TOR,DET,112,116
2021-03-17,BKN,IND,124,115
2021-03-17,MIL,PHI,109,105
2021-03-17,SAC,WAS,121,119
2021-03-17,BOS,CLE,110,117
2021-03-17,SAS,CHI,106,99
2021-03-17,GSW,HOU,108,94
2021-03-17,MIA,MEM,85,89
2021-03-17,CHA,DEN,104,129
2021-03-17,LAC,DAL,89,105
2021-03-18,UTA,WAS,122,131
2021-03-18,OKC,ATL,93,116
2021-03-18,ORL,NYK,93,94
2021-03-18,MIN,PHX,123,119
2021-03-18,NOP,POR,93,101
2021-03-18,CHA,LAL,105,116
2021-03-19,SAS,CLE,116,110
2021-03-19,SAC,BOS,107,96
2021-03-19,IND,MIA,137,110
2021-03-19,BKN,ORL,113,121
2021-03-19,UTA,TOR,115,112
2021-03-19,DET,HOU,113,100
2021-03-19,GSW,MEM,116,103
2021-03-19,CHI,DEN,127,131
2021-03-19,MIN,PHX,101,113
2021-03-19,DAL,POR,119,125
2021-03-20,ATL,LAL,99,94
2021-03-20,SAC,PHI,105,129
2021-03-20,GSW,MEM,103,111
2021-03-20,SAS,MIL,113,120
2021-03-20,CHA,LAC,98,125
2021-03-21,IND,MIA,109,106
2021-03-21,OKC,HOU,114,112
2021-03-21,NOP,DEN,113,108
2021-03-21,ORL,BOS,96,112
2021-03-21,WAS,BKN,106,113
2021-03-21,TOR,CLE,105,116
2021-03-21,CHI,DET,100,86
2021-03-21,PHI,NYK,101,100
2021-03-21,LAL,PHX,94,111
2021-03-21,DAL,POR,132,92
2021-03-22,SAC,CLE,119,105
2021-03-22,OKC,MIN,112,103
2021-03-22,CHA,SAS,100,97
2021-03-22,UTA,CHI,120,95
2021-03-22,TOR,HOU,99,117
2021-03-22,BOS,MEM,126,132
2021-03-22,IND,MIL,113,140
2021-03-22,ATL,LAC,110,119
2021-03-23,DEN,ORL,110,99
2021-03-23,WAS,NYK,113,131
2021-03-23,LAL,NOP,111,128
2021-03-23,PHX,MIA,110,100
2021-03-23,PHI,GSW,108,98
2021-03-23,BKN,POR,116,112
2021-03-24,DET,IND,111,116
2021-03-24,DEN,TOR,111,135
2021-03-24,BOS,MIL,119,121
2021-03-24,PHX,ORL,111,112
2021-03-24,CLE,CHI,103,94
2021-03-24,CHA,HOU,122,97
2021-03-24,DAL,MIN,128,108
2021-03-24,MEM,OKC,116,107
2021-03-24,LAC,SAS,134,101
2021-03-24,BKN,UTA,88,118
2021-03-24,ATL,SAC,108,110
2021-03-25,POR,MIA,125,122
2021-03-25,WAS,NYK,102,106
2021-03-25,LAC,SAS,98,85
2021-03-25,PHI,LAL,109,101
2021-03-25,GSW,SAC,119,141
2021-03-26,BKN,DET,113,111
2021-03-26,PHX,TOR,104,100
2021-03-26,BOS,MIL,122,114
2021-03-26,MIA,CHA,105,110
2021-03-26,POR,ORL,112,105
2021-03-26,HOU,MIN,101,107
2021-03-26,DEN,NOP,113,108
2021-03-26,IND,DAL,109,94
2021-03-26,MEM,UTA,114,117
2021-03-26,ATL,GSW,124,108
2021-03-26,CLE,LAL,86,100
2021-03-27,DET,WAS,92,106
2021-03-27,NYK,MIL,102,96
2021-03-27,HOU,MIN,129,107
2021-03-27,CHI,SAS,104,120
2021-03-27,DAL,NOP,103,112
2021-03-27,BOS,OKC,111,94
2021-03-27,MEM,UTA,110,126
2021-03-27,PHI,LAC,112,122
2021-03-27,CLE,SAC,98,100
2021-03-28,PHX,CHA,101,97
2021-03-28,POR,TOR,122,117
2021-03-28,ATL,DEN,102,126
2021-03-28,ORL,LAL,93,96
2021-03-29,IND,WAS,124,132
2021-03-29,NOP,BOS,115,109
2021-03-29,MIN,BKN,107,112
2021-03-29,MIA,NYK,98,88
2021-03-29,TOR,DET,104,118
2021-03-29,MEM,HOU,120,110
2021-03-29,DAL,OKC,127,106
2021-03-29,SAC,SAS,132,115
2021-03-29,CLE,UTA,75,114
2021-03-29,CHI,GSW,102,116
2021-03-29,MIL,LAC,105,129
2021-03-30,CHA,WAS,114,104
2021-03-30,PHI,DEN,95,104
2021-03-30,ATL,PHX,110,117
2021-03-30,ORL,LAC,103,96
2021-03-31,POR,DET,124,101
2021-03-31,MIA,IND,92,87
2021-03-31,DAL,BOS,113,108
2021-03-31,HOU,BKN,108,120
2021-03-31,UTA,MEM,111,107
2021-03-31,NYK,MIN,101,102
2021-03-31,TOR,OKC,103,113
2021-03-31,SAC,SAS,106,120
2021-03-31,MIL,LAL,112,97
2021-03-31,CHI,PHX,116,121
2021-04-01,WAS,DET,91,120
2021-04-01,PHI,CLE,114,94
2021-04-01,CHA,BKN,89,111
2021-04-01,GSW,MIA,109,116
2021-04-01,ORL,NOP,115,110
2021-04-01,ATL,SAS,134,129
2021-04-01,DEN,LAC,101,94
2021-04-02,GSW,TOR,77,130
2021-04-02,HOU,BOS,102,118
2021-04-02,DAL,NYK,99,86
2021-04-02,CHA,IND,114,97
2021-04-02,MIN,MEM,108,120
2021-04-02,ATL,NOP,126,103
2021-04-02,CHI,UTA,106,113
2021-04-02,OKC,PHX,103,140
2021-04-02,MIL,POR,127,109
2021-04-02,LAL,SAC,115,94
2021-04-03,DAL,WAS,109,87
2021-04-03,NYK,DET,125,81
2021-04-03,CLE,MIA,101,115
2021-04-03,MIN,PHI,113,122
2021-04-03,IND,SAS,139,133
2021-04-03,ORL,UTA,91,137
2021-04-03,OKC,POR,85,133
2021-04-03,MIL,SAC,129,128
2021-04-04,BKN,CHI,107,115
2021-04-04,LAL,LAC,86,104
2021-04-04,CHA,BOS,86,116
2021-04-04,MEM,PHI,116,100
2021-04-04,GSW,ATL,111,117
2021-04-04,NOP,HOU,122,115
2021-04-04,ORL,DEN,109,119
2021-04-05,NYK,BKN,112,114
2021-04-05,WAS,TOR,101,103
2021-04-05,UTA,DAL,103,111
2021-04-05,SAC,MIN,106,116
